# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.9.5

73635925-1dd9-34c8-9252-b6496c4a7cea.combatlog.time, long, 000000000000000E
76e9ef2b-bf54-356f-898c-9e1d1ddc4531.combatlog.time, long, 000000000000000E
combatlog::1, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A6C717AC3F1131580B6D6F73745369674269747304F94C242958D33427
combatlog::2, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049252B6496C4A7CEA0B6D6F73745369674269747304736359251DD934C8
combatlog::3, offlineplayer, 810475756964800455554944820C6C656173745369674269747304898C9E1D1DDC45310B6D6F7374536967426974730476E9EF2BBF54356F
f94c2429-58d3-3427-a6c7-17ac3f113158.combatlog.time, long, 000000000000000D
rtplocation, block, 8405776F726C6480FF0000000181046E616D65208005776F726C64017803000000AA0179030000003E017A03000002E9
x, double, 406559AB378CAF30
z, double, 40874CBC15535D90

